role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)	v(xu.raw)	v(xu.pwm_hold)	v(pwm)	v(pwm_input)	v(xdriver.driver_req)	v(xdriver.drv_delay)	v(xu.phase)	v(xu.blank)	v(isense)	v(xu.ov)	v(xu.fault)	v(xu.pcl_hold)	v(xu.pcl_request)	v(disable)	v(xu.m1)	v(xu.m2)
GROUP	37	28120524	6.09922398219394202e-1	-2.20432791637259085e0	9.34874440952103214e1	4.20512759997097874e0	3.81643508557302539e2	3.81673638307978081e2	4.20511592221786490e0	3.81743112297317793e2	3.82979375170222170e2	-1.14824469611832792e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88810577006142521e0	2.59261593822193293e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.77064362752304852e-7	1.94464212888156851e-6	2.47022400829506927e-23	-4.56089321829954222e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474643e-1	5.02977106029226073e-1	1.38538348455851357e0
RIGHT	37	28120525	6.09922398219394313e-1	-2.20432791679899820e0	9.34874440947918828e1	4.20512759863299834e0	3.81643508557302368e2	3.81673638307977910e2	4.20511592212779828e0	3.81743112297316600e2	3.82979375170219328e2	-1.14824469824225135e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88810577006142655e0	2.59261593822152836e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-1.32415776647014290e-7	1.94464212899259081e-6	2.47008614712242555e-23	-4.56089321820947330e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474795e-1	5.02977106029226517e-1	1.38538348455851512e0
LEFT	38	28120929	6.09930141187202124e-1	-2.21272513990710040e0	9.38877517387026757e1	4.23065498783165594e0	3.81640886265311906e2	3.81671015808964398e2	4.23064335498746935e0	3.81740855697524012e2	3.82977592997835075e2	-1.03042657121472379e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88813839243582171e0	2.60331715209571879e0	5.00000000000000000e0	8.09852740424332751e-1	2.42955822127299825e0	2.19999366493224269e0	1.49999999999999716e1	-1.84659309222096322e-7	1.94209652537580268e-6	1.31368394187791578e-29	-4.58592713109400654e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764470243e-1	5.02987316832412157e-1	1.38542133447954208e0
GROUP	38	28120930	6.09930141187202235e-1	-2.21272514030114298e0	9.38877517383165809e1	4.23065498886711566e0	3.81640886265312076e2	3.81671015808964569e2	4.23064335487502152e0	3.81740855697522534e2	3.82977592997831323e2	-1.03042657417532316e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88813839243582304e0	2.60331715209521120e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-1.28838559792036602e-7	1.94209652548682499e-6	1.31359228154339180e-29	-4.58592713098155969e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764469772e-1	5.02987316832412712e-1	1.38542133447954385e0
GROUP	38	28120931	6.09930141187202235e-1	-2.21272513954876660e0	9.38877517390689604e1	4.23065498984823307e0	3.81640886265312133e2	3.81671015808964626e2	4.23064335481458276e0	3.81740855697521738e2	3.82977592997829447e2	-1.03042657553342105e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88813839243582349e0	2.60331715209493808e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-9.88361772816255303e-8	1.94209652548682499e-6	1.31354301884185533e-29	-4.58592713092112192e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764469230e-1	5.02987316832412823e-1	1.38542133447954408e0
GROUP	38	28120932	6.09930141187202235e-1	-2.21272514204983217e0	9.38877517365678926e1	4.23065498874132118e0	3.81640886265312076e2	3.81671015808964569e2	4.23064335473887443e0	3.81740855697520885e2	3.82977592997827117e2	-1.03042657717782710e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88813839243582349e0	2.60331715209459702e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-6.12539299142051425e-8	1.94209652548682499e-6	1.31348131291443818e-29	-4.58592713084541373e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764469022e-1	5.02987316832412823e-1	1.38542133447954430e0
RIGHT	38	28120933	6.09930141187202346e-1	-2.21272514044811475e0	9.38877517381735771e1	4.23065498944180263e0	3.81640886265312190e2	3.81671015808964682e2	4.23064335458746044e0	3.81740855697519180e2	3.82977592997822285e2	-1.03042658111391772e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88813839243582393e0	2.60331715209391490e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	1.39105645124700900e-8	1.94209652559784729e-6	1.31335790975562384e-29	-4.58592713069399735e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764469133e-1	5.02987316832412934e-1	1.38542133447954474e0
LEFT	39	28532734	6.18248812042310081e-1	9.43817816462937316e1	-9.44060869345335618e-1	-4.21283460307947699e0	3.81915562651502455e2	3.81945713880132814e2	4.21282288504838842e0	3.82015301830600492e2	3.83251708078021863e2	-6.28299925156642253e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88864033997984704e0	2.58344426841988728e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	2.29041755066643949e-7	1.93154783656446227e-6	-6.13856741018027958e-26	-4.56937450736666570e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479555e-1	5.03144426413692059e-1	1.38600378139321712e0
GROUP	39	28532735	6.18248812042310192e-1	9.43817816463003254e1	-9.44060869342720821e-1	-4.21283462039598966e0	3.81915562651502626e2	3.81945713880132985e2	4.21282288488919487e0	3.82015301830598332e2	3.83251708078016691e2	-6.28299929546917781e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88864033997984748e0	2.58344426841920471e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	3.07785829297777757e-7	1.93154783667548458e-6	-6.13796322012094478e-26	-4.56937450720747498e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479319e-1	5.03144426413692281e-1	1.38600378139321756e0
GROUP	39	28532736	6.18248812042310192e-1	9.43817816433747794e1	-9.44060872268266849e-1	-4.21283465282412983e0	3.81915562651502626e2	3.81945713880132985e2	4.21282288480530998e0	3.82015301830597366e2	3.83251708078013905e2	-6.28299931955690171e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88864033997984793e0	2.58344426841884545e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	3.49278676463297670e-7	1.93154783667548458e-6	-6.13764487639458311e-26	-4.56937450712359139e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478639e-1	5.03144426413692503e-1	1.38600378139321800e0
RIGHT	39	28532737	6.18248812042310303e-1	9.43817816461443471e1	-9.44060869506685663e-1	-4.21283460666574161e0	3.81915562651502569e2	3.81945713880132928e2	4.21282288469639088e0	3.82015301830596059e2	3.83251708078010381e2	-6.28299934911562243e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88864033997984881e0	2.58344426841837960e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	4.03154389000688896e-7	1.93154783678650688e-6	-6.13723155279632964e-26	-4.56937450701467365e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764477987e-1	5.03144426413692614e-1	1.38600378139321911e0
LEFT	40	28799471	6.23430562973709135e-1	9.37187335456963666e1	-9.33356230193496117e-1	-3.85153617333355625e0	3.84522583811077141e2	3.84552940857167471e2	3.85152645530649407e0	3.84617251387922181e2	3.85846797920418169e2	-9.39139407304036576e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88719604728404011e0	2.59446409443819048e0	5.00000000000000000e0	8.09851075089795813e-1	2.42955322526938744e0	2.19998914099196519e0	1.49999999999999716e1	-3.12492527754942833e-8	1.93400703807355967e-6	2.56466145994379480e-27	-4.21189038676692273e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473324e-1	5.02692362799904591e-1	1.38432819222136350e0
GROUP	40	28799472	6.23430562973709246e-1	9.37187335471329988e1	-9.33356228748849048e-1	-3.85153616296012435e0	3.84522583811077254e2	3.84552940857167584e2	3.85152645514346892e0	3.84617251387919850e2	3.85846797920412826e2	-9.39139411501831574e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88719604728404011e0	2.59446409443716153e0	5.00000000000000000e0	8.09851630201308126e-1	2.42955489060392438e0	2.19999064897205754e0	1.49999999999999716e1	4.85305407880026771e-8	1.93400703818458197e-6	2.56440571247895978e-27	-4.21189038660391285e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473338e-1	5.02692362799904591e-1	1.38432819222136350e0
GROUP	40	28799473	6.23430562973709246e-1	9.37187335487338800e1	-9.33356227147967843e-1	-3.85153621046190686e0	3.84522583811077254e2	3.84552940857167584e2	3.85152645505764246e0	3.84617251387918714e2	3.85846797920410097e2	-9.39139413612040012e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88719604728404011e0	2.59446409443661974e0	5.00000000000000000e0	8.09851630201308126e-1	2.42955489060392438e0	2.19999064897205754e0	1.49999999999999716e1	9.05315782921790098e-8	1.93400703818458197e-6	2.56427108137913744e-27	-4.21189038651809400e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473560e-1	5.02692362799904591e-1	1.38432819222136350e0
RIGHT	40	28799474	6.23430562973709357e-1	9.37187335467242804e1	-9.33356229153559980e-1	-3.85153618771112560e0	3.84522583811077197e2	3.84552940857167528e2	3.85152645494606416e0	3.84617251387917463e2	3.85846797920406573e2	-9.39139416471193796e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88719604728403967e0	2.59446409443591586e0	5.00000000000000000e0	8.09852185312820438e-1	2.42955655593846132e0	2.19999215695215034e0	1.49999999999999716e1	1.45135525723964997e-7	1.93400703829560427e-6	2.56409606318644273e-27	-4.21189038640652283e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474476e-1	5.02692362799904369e-1	1.38432819222136305e0
LEFT	41	28799874	6.23438310859460887e-1	9.33080653043303556e1	-9.32191337528863073e-1	-3.81286648307744658e0	3.84519582453895680e2	3.84549939263036720e2	3.81285672278391274e0	3.84613688727859426e2	3.85842483169449849e2	-1.06565381895937369e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88716841169845884e0	2.58177117910309306e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	-1.38430895109191937e-7	1.93637937850876796e-6	5.40467487396979668e-23	-4.17370436307353126e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467426e-1	5.02683712861617615e-1	1.38429614081207042e0
GROUP	41	28799875	6.23438310859460998e-1	9.33080653055635878e1	-9.32191336291623429e-1	-3.81286645631459198e0	3.84519582453895794e2	3.84549939263036833e2	3.81285672260452335e0	3.84613688727856982e2	3.85842483169443824e2	-1.06565382364706443e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88716841169845839e0	2.58177117910196063e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	-5.07597771979119457e-8	1.93637937861979026e-6	5.40408261402799127e-23	-4.17370436289415531e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467426e-1	5.02683712861617504e-1	1.38429614081206975e0
GROUP	41	28799876	6.23438310859460998e-1	9.33080653064753989e1	-9.32191335379812358e-1	-3.81286642599860759e0	3.84519582453895794e2	3.84549939263036833e2	3.81285672251384078e0	3.84613688727855845e2	3.85842483169440868e2	-1.06565382596179490e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88716841169845839e0	2.58177117910138820e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	-6.44123136560720214e-9	1.93637937861979026e-6	5.40378324594773906e-23	-4.17370436280347923e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764467426e-1	5.02683712861617393e-1	1.38429614081206975e0
RIGHT	41	28799877	6.23438310859461109e-1	9.33080653050862594e1	-9.32191336760922695e-1	-3.81286649289550716e0	3.84519582453895794e2	3.84549939263036833e2	3.81285672239241302e0	3.84613688727854310e2	3.85842483169436946e2	-1.06565382913967583e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88716841169845795e0	2.58177117910062215e0	5.00000000000000000e0	8.09857181316431252e-1	2.42957154394929375e0	2.20000572877298284e0	1.49999999999999716e1	5.29034424422198239e-8	1.93637937873081256e-6	5.40338240359601153e-23	-4.17370436268206038e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764466871e-1	5.02683712861617393e-1	1.38429614081206909e0
LEFT	42	28945500	6.26590733277818779e-1	-2.20883546495237892e0	9.35710699843091760e1	4.21882992008346491e0	3.82186761775446428e2	3.82216934414533910e2	4.21881823115507260e0	3.82286611033951033e2	3.83523128729929397e2	-7.56425969828811727e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88901976380366676e0	2.58931735221501746e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	1.14055677764233656e-7	1.93483931432147926e-6	9.79103780834858868e-25	-4.57515145651827410e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764488215e-1	5.03263186070547763e-1	1.38644413619483409e0
GROUP	42	28945501	6.26590733277818890e-1	-2.20883546505187267e0	9.35710699842136506e1	4.21882991828942977e0	3.82186761775446598e2	3.82216934414534080e2	4.21881823098762165e0	3.82286611033948702e2	3.83523128729923997e2	-7.56425974230394635e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88901976380366676e0	2.58931735221428738e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	1.96935400297982728e-7	1.93483931443250157e-6	9.79002351270986678e-25	-4.57515145635082401e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764488645e-1	5.03263186070547874e-1	1.38644413619483431e0
GROUP	42	28945502	6.26590733277818890e-1	-2.20883546364045369e0	9.35710699856250727e1	4.21882991865345502e0	3.82186761775446598e2	3.82216934414534080e2	4.21881823089970087e0	3.82286611033947509e2	3.83523128729921154e2	-7.56425976520903269e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88901976380366676e0	2.58931735221390369e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	2.40452148256702198e-7	1.93483931443250157e-6	9.78949098967838877e-25	-4.57515145626290129e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764488243e-1	5.03263186070547763e-1	1.38644413619483409e0
RIGHT	42	28945503	6.26590733277819001e-1	-2.20883546469773995e0	9.35710699845757574e1	4.21882991826726084e0	3.82186761775446598e2	3.82216934414534080e2	4.21881823078498464e0	3.82286611033945917e2	3.83523128729917630e2	-7.56425979269162399e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88901976380366676e0	2.58931735221340276e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	2.97231339331676247e-7	1.93483931454352387e-6	9.78879621506412906e-25	-4.57515145614818264e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764488090e-1	5.03263186070547652e-1	1.38644413619483409e0
LEFT	43	29622913	6.40075683870156786e-1	9.48577331427995034e1	-9.35349971194909813e-1	-3.91802243202290690e0	3.85030431345754948e2	3.85060828485071681e2	3.91801280651156336e0	3.85126124743804496e2	3.86356955882916282e2	-1.39299048532535228e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88796014499196696e0	2.60829714570505500e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-4.62246474876989294e-7	1.94658248064971673e-6	-1.09855295566158609e-29	-4.27764473410153015e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473519e-1	5.02931525382485756e-1	1.38521453022030117e0
GROUP	43	29622914	6.40075683870156897e-1	9.48577331439732916e1	-9.35349970013177767e-1	-3.91802242463887263e0	3.85030431345755062e2	3.85060828485071795e2	3.91801280634213045e0	3.85126124743801995e2	3.86356955882910654e2	-1.39299048944419585e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88796014499196740e0	2.60829714570400517e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-3.79159744395995407e-7	1.94658248076073903e-6	-1.09843886761326444e-29	-4.27764473393210734e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473879e-1	5.02931525382485756e-1	1.38521453022030183e0
GROUP	43	29622915	6.40075683870156897e-1	9.48577331429174961e1	-9.35349971068973218e-1	-3.91802243921628168e0	3.85030431345755119e2	3.85060828485071852e2	3.91801280625318427e0	3.85126124743800574e2	3.86356955882907641e2	-1.39299049159209810e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88796014499196740e0	2.60829714570345406e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-3.35542054861794811e-7	1.94658248076073903e-6	-1.09837898003548883e-29	-4.27764473384316668e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473560e-1	5.02931525382485756e-1	1.38521453022030161e0
RIGHT	43	29622916	6.40075683870157008e-1	9.48577331443739666e1	-9.35349969604530429e-1	-3.91802243089604740e0	3.85030431345755176e2	3.85060828485071909e2	3.91801280613710334e0	3.85126124743798925e2	3.86356955882903662e2	-1.39299049454325017e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88796014499196696e0	2.60829714570273419e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-2.78617834149940363e-7	1.94658248087176133e-6	-1.09830082735176823e-29	-4.27764473372709286e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473116e-1	5.02931525382485645e-1	1.38521453022030117e0
LEFT	44	29625270	6.40122130525567434e-1	9.23936784654610364e1	-9.31967875095480736e-1	-3.80546352462567716e0	3.85012479330213068e2	3.85042875052265401e2	3.80545365210427633e0	3.85106529247707215e2	3.86335179285519246e2	-3.85689887104877735e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88779517921578810e0	2.55741068375112102e0	5.00000000000000000e0	8.09852185312820438e-1	2.42955655593846132e0	2.19999215695215034e0	1.49999999999999716e1	4.81503759672557866e-7	1.92015742317419580e-6	3.24667418788315917e-26	-4.16800724929093855e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479708e-1	5.02879891094541676e-1	1.38502314922298453e0
GROUP	44	29625271	6.40122130525567545e-1	9.23936784662851238e1	-9.31967874263335716e-1	-3.80546352087310780e0	3.85012479330213182e2	3.85042875052265515e2	3.80545365196062813e0	3.85106529247705168e2	3.86335179285514414e2	-3.85689891301948689e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88779517921578810e0	2.55741068375026659e0	5.00000000000000000e0	8.09852740424332751e-1	2.42955822127299825e0	2.19999366493224269e0	1.49999999999999716e1	5.51374326954536849e-7	1.92015742328521810e-6	3.24639064153898736e-26	-4.16800724914730691e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479208e-1	5.02879891094541787e-1	1.38502314922298431e0
GROUP	44	29625272	6.40122130525567545e-1	9.23936784656989971e1	-9.31967874849462419e-1	-3.80546346203324148e0	3.85012479330213182e2	3.85042875052265515e2	3.80545365188012186e0	3.85106529247704088e2	3.86335179285511515e2	-3.85689893767167440e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88779517921578899e0	2.55741068374978742e0	5.00000000000000000e0	8.09852740424332751e-1	2.42955822127299825e0	2.19999366493224269e0	1.49999999999999716e1	5.90532140604434997e-7	1.92015742328521810e-6	3.24623174346776761e-26	-4.16800724906681089e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478903e-1	5.02879891094541898e-1	1.38502314922298542e0
RIGHT	44	29625273	6.40122130525567656e-1	9.23936784640626598e1	-9.31967876481778035e-1	-3.80546354166290968e0	3.85012479330213125e2	3.85042875052265458e2	3.80545365178282902e0	3.85106529247702895e2	3.86335179285508048e2	-3.85689896731689836e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88779517921578899e0	2.55741068374920832e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	6.37854888950875170e-7	1.92015742339624040e-6	3.24603972337418685e-26	-4.16800724896953037e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764477848e-1	5.02879891094542009e-1	1.38502314922298542e0
LEFT	45	30036534	6.48440826708698626e-1	-2.07405402970992858e0	9.20323014119847898e1	3.80968770187553218e0	3.85248563122232724e2	3.85278977482479149e2	3.80967791408367162e0	3.85342698932692201e2	3.86571431386125084e2	-1.02000538069753452e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88826854557353396e0	2.58056974177242715e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.28387835793458307e-7	1.93493675748612759e-6	-1.12232086953164355e-24	-4.17157971990396864e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764483705e-1	5.03028054764516286e-1	1.38557234905049675e0
GROUP	45	30036535	6.48440826708698737e-1	-2.07405402852370635e0	9.20323014131669908e1	3.80968770180777483e0	3.85248563122232781e2	3.85278977482479206e2	3.80967791393275457e0	3.85342698932689871e2	3.86571431386119855e2	-1.02000538486419496e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88826854557353485e0	2.58056974177147591e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-5.48468551938851582e-8	1.93493675759714989e-6	-1.12221770354616702e-24	-4.17157971975306435e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484926e-1	5.03028054764516508e-1	1.38557234905049786e0
GROUP	45	30036536	6.48440826708698737e-1	-2.07405403254353127e0	9.20323014091471663e1	3.80968770241247512e0	3.85248563122232781e2	3.85278977482479206e2	3.80967791386409926e0	3.85342698932688904e2	3.86571431386117638e2	-1.02000538665416938e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88826854557353530e0	2.58056974177104337e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-2.13915102568649414e-8	1.93493675759714989e-6	-1.12217077429920919e-24	-4.17157971968441510e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484676e-1	5.03028054764516619e-1	1.38557234905049831e0
GROUP	45	30036537	6.48440826708698737e-1	-2.07405403010400002e0	9.20323014115867011e1	3.80968770341860363e0	3.85248563122232724e2	3.85278977482479149e2	3.80967791377539289e0	3.85342698932687597e2	3.86571431386114853e2	-1.02000538889530539e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88826854557353574e0	2.58056974177048470e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	2.18344482060739271e-8	1.93493675759714989e-6	-1.12211014229941002e-24	-4.17157971959571522e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484538e-1	5.03028054764516619e-1	1.38557234905049920e0
RIGHT	45	30036538	6.48440826708698848e-1	-2.07405402924285553e0	9.20323014124398071e1	3.80968770042636606e0	3.85248563122232667e2	3.85278977482479092e2	3.80967791359797969e0	3.85342698932684868e2	3.86571431386108884e2	-1.02000539356401530e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88826854557353574e0	2.58056974176936738e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	1.08286364724282486e-7	1.93493675770817219e-6	-1.12198888812756746e-24	-4.17157971941831754e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486189e-1	5.03028054764516730e-1	1.38557234905049897e0
