role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
GROUP	15	25036526	5.51652915786260856e-1	9.79711831358504952e1	-1.06621440906209841e0	-8.87509006128706801e0	3.73600690336985451e2	3.73654515470496790e2	8.87507903470276815e0	3.73793238238820265e2	3.75103248111324262e2	-5.97959782665642327e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33857538323393177e0	3.42580454933240208e0
RIGHT	15	25036527	5.51652915786260967e-1	9.79711831335768579e1	-1.06621441133573569e0	-8.87509008685804446e0	3.73600690336985508e2	3.73654515470496847e2	8.87507903455571601e0	3.73793238238818731e2	3.75103248111320909e2	-5.97959785514845422e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33857538323393133e0	3.42580454933179057e0
LEFT	16	25295368	5.56726220678670725e-1	9.55914223310424660e1	-1.05171258084354236e0	-8.28375497060265076e0	3.78361789477154502e2	3.78416300548362130e2	8.28374568891169361e0	3.78546411979396680e2	3.79848011723875061e2	-5.79609184464750410e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33676879558812089e0	3.40255266972715731e0
GROUP	16	25295369	5.56726220678670836e-1	9.55914223304529145e1	-1.05171258142516422e0	-8.28375498876486738e0	3.78361789477154730e2	3.78416300548362358e2	8.28374568876526141e0	3.78546411979394748e2	3.79848011723871139e2	-5.79609187685157309e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33676879558812134e0	3.40255266972617054e0
GROUP	16	25295370	5.56726220678670836e-1	9.55914223256336157e1	-1.05171258624446295e0	-8.28375497205759359e0	3.78361789477154787e2	3.78416300548362415e2	8.28374568868773586e0	3.78546411979393895e2	3.79848011723868979e2	-5.79609189634729421e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33676879558812089e0	3.40255266972564696e0
RIGHT	16	25295371	5.56726220678670947e-1	9.55914223274694308e1	-1.05171258440469728e0	-8.28375498082773376e0	3.78361789477154787e2	3.78416300548362415e2	8.28374568858778382e0	3.78546411979392872e2	3.79848011723866136e2	-5.79609192133951717e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33676879558811956e0	3.40255266972497328e0
LEFT	17	25444295	5.60002599978957516e-1	-3.76528913047435010e0	9.61197000392075580e1	8.99467107265303412e0	3.74104071455785686e2	3.74157969112064279e2	8.99466008627554814e0	3.74298493652917500e2	3.75610183975188875e2	-1.21377752048901998e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.34103848737852083e0	3.46513953495951643e0
GROUP	17	25444296	5.60002599978957627e-1	-3.76528913155663725e0	9.61197000381330611e1	8.99467106937908056e0	3.74104071455785913e2	3.74157969112064507e2	8.99466008616296975e0	3.74298493652916193e2	3.75610183975185862e2	-1.21377752256398778e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.34103848737852083e0	3.46513953495902527e0
GROUP	17	25444297	5.60002599978957627e-1	-3.76528913036784507e0	9.61197000393218559e1	8.99467106960150886e0	3.74104071455785970e2	3.74157969112064563e2	8.99466008610266776e0	3.74298493652915397e2	3.75610183975184384e2	-1.21377752349722683e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.34103848737852083e0	3.46513953495876148e0
GROUP	17	25444298	5.60002599978957627e-1	-3.76528913151896960e0	9.61197000381707340e1	8.99467107077919081e0	3.74104071455785970e2	3.74157969112064563e2	8.99466008602682621e0	3.74298493652914487e2	3.75610183975182395e2	-1.21377752485220815e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.34103848737852083e0	3.46513953495842975e0
RIGHT	17	25444299	5.60002599978957738e-1	-3.76528912970159668e0	9.61197000399919972e1	8.99467106981853703e0	3.74104071455786141e2	3.74157969112064734e2	8.99466008587514487e0	3.74298493652912668e2	3.75610183975178472e2	-1.21377752766760286e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.34103848737852083e0	3.46513953495776583e0
