role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
RIGHT	14	24676228	5.40104334426205202e-1	9.33414285314643877e1	-9.33042257559018484e-1	-3.84110070320076602e0	3.81298074020917682e2	3.81328176500445579e2	3.84109107726265320e0	3.81392268629297178e2	3.82621612561013478e2	-1.09940847080845579e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88031478017696152e0	2.58897799036420162e0
LEFT	15	24676625	5.40112073551626382e-1	9.29298545684986976e1	-9.32512607910325975e-1	-3.82351827101513209e0	3.81295124110812822e2	3.81325226357453118e2	3.82350860972679252e0	3.81389060124187210e2	3.82618062098876919e2	-8.51779988940851882e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88028799566420934e0	2.57782518361589430e0
GROUP	15	24676626	5.40112073551626493e-1	9.29298545688964595e1	-9.32512607508548585e-1	-3.82351827078713313e0	3.81295124110812935e2	3.81325226357453232e2	3.82350860958185823e0	3.81389060124185164e2	3.82618062098872258e2	-8.51779992699413371e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88028799566420979e0	2.57782518361500390e0
GROUP	15	24676627	5.40112073551626493e-1	9.29298545690069489e1	-9.32512607398070292e-1	-3.82351827068322336e0	3.81295124110813049e2	3.81325226357453346e2	3.82350860950628180e0	3.81389060124184141e2	3.82618062098869700e2	-8.51779994773204644e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88028799566420979e0	2.57782518361453938e0
RIGHT	15	24676628	5.40112073551626604e-1	9.29298545679865526e1	-9.32512608410398514e-1	-3.82351827066446504e0	3.81295124110813219e2	3.81325226357453516e2	3.82350860941055659e0	3.81389060124182834e2	3.82618062098866574e2	-8.51779997342815632e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88028799566420934e0	2.57782518361395097e0
LEFT	16	24821783	5.43256762303019114e-1	-2.23426997361879742e0	9.35119562909068804e1	4.29617037693742088e0	3.78994765417742087e2	3.79024686057117151e2	4.29615880445635234e0	3.79095442801944955e2	3.80333391709322029e2	-9.94279534658096102e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88251849267076077e0	2.60838671324891580e0
GROUP	16	24821784	5.43256762303019225e-1	-2.23426997374298297e0	9.35119562907866992e1	4.29617037678145053e0	3.78994765417742030e2	3.79024686057117094e2	4.29615880434666497e0	3.79095442801943534e2	3.80333391709318448e2	-9.94279537520919233e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88251849267076032e0	2.60838671324845706e0
GROUP	16	24821785	5.43256762303019225e-1	-2.23426997309476327e0	9.35119562914349274e1	4.29617037667333346e0	3.78994765417742030e2	3.79024686057117094e2	4.29615880428751851e0	3.79095442801942852e2	3.80333391709316516e2	-9.94279538990562901e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88251849267075988e0	2.60838671324820970e0
GROUP	16	24821786	5.43256762303019225e-1	-2.23426997499574487e0	9.35119562895339271e1	4.29617037661951962e0	3.78994765417742030e2	3.79024686057117094e2	4.29615880421361584e0	3.79095442801942056e2	3.80333391709314128e2	-9.94279540824742953e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88251849267075944e0	2.60838671324790061e0
RIGHT	16	24821787	5.43256762303019336e-1	-2.23426997330345589e0	9.35119562912262410e1	4.29617037650859945e0	3.78994765417742087e2	3.79024686057117151e2	4.29615880406580963e0	3.79095442801940294e2	3.80333391709309410e2	-9.94279544485945628e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88251849267075944e0	2.60838671324728244e0
LEFT	17	25089188	5.48438511218196978e-1	-2.10238043921092155e0	9.21272156024598416e1	3.89557162660955303e0	3.81681811513133596e2	3.81711944287726681e2	3.89556198569784051e0	3.81776859701066201e2	3.83007258240330941e2	-1.25386054262141745e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88142182698301852e0	2.59507859936003893e0
GROUP	17	25089189	5.48438511218197089e-1	-2.10238043961832100e0	9.21272156020484090e1	3.89557162644470978e0	3.81681811513133709e2	3.81711944287726794e2	3.89556198554053035e0	3.81776859701063984e2	3.83007258240325825e2	-1.25386054643194255e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88142182698301852e0	2.59507859935908858e0
GROUP	17	25089190	5.48438511218197089e-1	-2.10238043879142378e0	9.21272156028753102e1	3.89557162637189691e0	3.81681811513133709e2	3.81711944287726794e2	3.89556198545755850e0	3.81776859701062961e2	3.83007258240323097e2	-1.25386054843259574e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88142182698301808e0	2.59507859935858765e0
RIGHT	17	25089191	5.48438511218197200e-1	-2.10238043891455195e0	9.21272156027441724e1	3.89557162624632269e0	3.81681811513133709e2	3.81711944287726794e2	3.89556198534997478e0	3.81776859701061596e2	3.83007258240319345e2	-1.25386055128265172e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88142182698301674e0	2.59507859935793794e0
