 time                     v(pwm_input)             v(xdriver.pwm_state)     v(xdriver.inm_state)     v(xdriver.aux_state)     v(xdriver.driver_req)    v(xdriver.drv_delay)     v(driver_out)            v(gate)                 
 4.94800000000000378e-02  2.16938794227540976e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906057019497474e-19  2.62877355405730478e-19  2.62590339268060284e-19 
 4.99800000000000383e-02  2.19130980911327766e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912565646649482e-19  2.62888740270443689e-19  2.62650486508385614e-19 
 5.04800000000000387e-02  2.21323167595114556e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906063799596668e-19  2.62877367990143317e-19  2.62590409895609467e-19 
 5.09800000000000392e-02  2.23515354278901346e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912558874382467e-19  2.62888727700678703e-19  2.62650415963641259e-19 
 5.14800000000000396e-02  2.25707540962688163e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906070564040797e-19  2.62877380545277639e-19  2.62590480357646109e-19 
 5.19800000000000401e-02  2.27899727646474953e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912552117752125e-19  2.62888715160157904e-19  2.62650345584215505e-19 
 5.24800000000000405e-02  2.30091914330261743e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906077312866405e-19  2.62877393071201960e-19  2.62590550654557850e-19 
 5.29800000000000409e-02  2.32284101014048505e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912545376722008e-19  2.62888702648812825e-19  2.62650275369720902e-19 
 5.34800000000000414e-02  2.34476287697835295e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906084046110180e-19  2.62877405567984890e-19  2.62590620786731803e-19 
 5.39800000000000418e-02  2.36668474381622113e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912538651255619e-19  2.62888690166575192e-19  2.62650205319771205e-19 
 5.44800000000000423e-02  2.38860661065408902e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906090763808378e-19  2.62877418035694319e-19  2.62590690754553732e-19 
 5.49800000000000427e-02  2.41052847749195692e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912531941316560e-19  2.62888677713376923e-19  2.62650135433980699e-19 
 5.54800000000000432e-02  2.43245034432982482e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906097465997351e-19  2.62877430474398376e-19  2.62590760558408775e-19 
 5.59800000000000436e-02  2.45437221116769272e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912525246868477e-19  2.62888665289149985e-19  2.62650065711964968e-19 
 5.64800000000000441e-02  2.47629407800556089e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906104152713547e-19  2.62877442884165143e-19  2.62590830198681202e-19 
